"gene","Compartment","log2FoldChange"
"g27729","B",-12.2003416619617
"g26647","B",-2.02480185645736
"g15250","B",4.28074272165335
"g18897","B",-3.38259862833402
"g27770","B",-4.54356338882493
"g23010","B",3.21397292050623
"g2966","B",2.36945670516214
"g1480","B",-2.98537739469869
"g28731","B",-4.54834415819261
"g25624","B",-4.50214173527988
"g3366","B",4.25222541289577
"g15742","B",-2.39806285075508
"g12375","B",3.87703277635547
"g24672","B",-2.79674828162812
"g12372","B",3.38145370526399
"g26460","B",3.6811041341182
"g13015","B",-3.1764555994228
"g26770","B",-3.60975090668189
"g23763","B",1.86170548122173
"g18955","B",-10.7527612222091
"g5500","B",-5.78620547658988
"g19597","B",-3.45917748807827
"g13677","B",10.8269626436789
"g20484","B",1.98261950038873
"g5509","B",-3.87328581410561
"g7498","B",4.76827151059208
"g15532","B",-3.57020937821441
"g27777","B",-10.5294952852827
"g13415","B",5.79809489096233
"g16596","B",3.13748496172719
"g26416","B",3.36177760700781
"g6981","B",-1.96069769108206
"g26373","B",-3.43415868116832
"g3705","B",-10.2706729701692
"g19288","B",-3.17686901252425
"g5451","B",-5.2039197319001
"g13042","B",-4.11088127750389
"g16594","B",4.51437491564168
"g29258","B",-3.018019285664
"g7219","B",4.34269597670236
"g26371","B",-4.24968585921741
"g22790","B",-3.24081589477021
"g19025","B",-4.73844160368066
"g28502","B",-2.896533256717
"g13036","B",-3.90912727271767
"g19290","B",-1.84011870517058
"g25626","B",2.47362713906583
"g25440","B",2.97271249312625
"g24533","B",4.01134737450632
"g28501","B",-2.81034854683861
"g6137","B",-2.02209348708237
"g27831","B",-2.61159567619398
"g15716","B",-2.69278876672776
"g5743","B",9.69403792986328
"g9332","B",5.92503750271009
"g17965","B",3.80962160511739
"g12415","B",-5.96686705940535
"g9540","B",-1.48436078510066
"g17403","B",5.57395778679446
"g15454","B",5.21418708557263
"g18104","B",-4.75732000219187
"g9288","B",-1.44568275008211
"g9786","B",-2.78523491292206
"g9833","B",1.8442374316502
"g15534","B",-4.03645982380833
"g19034","B",-9.67624994102474
"g23498","B",2.24904196800196
"g15738","B",-3.57152726227703
"g19553","B",-2.01196095094746
"g26773","B",2.48643304094712
"g13024","B",-2.69174080148763
"g15407","B",4.1004757538308
"g5525","B",3.97877302719648
"g19499","B",2.22348205378804
"g19595","B",-3.91719197346722
"g6038","B",2.46220080400356
"g12480","B",-1.98859134280331
"g25602","B",-1.58202106512005
"g27774","B",-8.95931539337338
"g22969","B",-1.60717409413963
"g6962","B",-2.57061068802999
"g8657","B",5.86664626094933
"g5504","B",-3.89700432145781
"g13762","B",1.46339330570184
"g26367","B",4.90596230619947
"g25794","B",3.16459589340805
"g8652","B",2.64963625141103
"g20481","B",-2.60447632369757
"g7265","B",-1.5843259319295
"g19485","B",-3.82822482545011
"g13930","B",3.56354493119164
"g23517","B",-3.15026479882353
"g15222","B",5.209584101847
"g28631","B",9.30024502440231
"g12594","B",-2.60509881869053
"g20621","B",-3.43750826754402
"g22786","B",2.40205871361542
"g9325","B",3.34473602628525
"g5496","B",-2.88037188170741
"g15504","B",-2.36032854119463
"g27973","B",-3.5058670424474
"g4608","B",1.82794159306535
"g26517","B",2.86366091766886
"g2844","B",3.69116969714861
"g13414","B",5.41772258689615
"g10968","B",3.7349785309975
"g19556","B",-1.85536346480348
"g9577","B",-9.44794387046317
"g25539","B",2.35979724542031
"g5931","B",-1.74299688042529
"g17709","B",2.19359220323195
"g23361","B",-2.81214045724006
"g13021","B",-2.50898270349626
"g7222","B",-2.11496418080887
"g4499","B",-3.1301759206555
"g16982","B",4.53294446959506
"g25824","B",-1.93412342322427
"g7057","B",6.19841482994692
"g15727","B",1.98022834647192
"g17698","B",2.06544881207964
"g19590","B",-2.04052594701843
"g14173","B",-1.94451143265272
"g26614","B",-8.18378074209698
"g18172","B",5.81209354269604
"g15672","B",-5.31110317312532
"g15721","B",-3.58260328958121
"g13619","B",8.05074381247469
"g18308","B",4.39420142074441
"g10977","B",6.06263216155438
