,zoospore-A,zoospore-B,germinating cyst-A,germinating cyst-B,mycelia_48h-A,mycelia_48h-B,mycelia_96h-A,mycelia_96h-B,Early infection-A,Early infection-B,Late infection-A,Late infection-B
g16543,2,1,0,0,0,0,10,37,5,3,0,4
g16545,0,0,0,1,0,0,0,0,0,0,0,0
g16546,16,13,10,15,18,12,147,184,88,98,36,66
g16547,174,170,512,887,492,482,868,1028,928,944,34,85
g16548,185,228,711,350,140,107,325,400,236,344,26,44
g16550,52,28,99,143,33,27,1391,2647,1504,1229,156,317
g16551,1266,750,73,174,356,291,1074,1003,615,642,364,624
g16552,66,66,280,214,139,138,860,1061,647,780,86,206
g16553,21,20,64,72,80,69,442,426,336,280,99,212
g16559,15,13,8,13,62,59,55,52,43,25,5,21
g16560,4220,5109,4571,5438,4221,4572,37392,33297,37303,36820,8202,15127
g16561,20,8,25,18,40,64,251,312,144,120,72,117
g16562,545,347,166,178,209,168,404,509,470,352,192,456
g16563,7231,7552,7044,8923,7676,8277,25321,21022,25757,25517,6111,11155
g16564,353,204,8178,2370,5589,2843,1001,335,5235,9567,75,213
g16565,136,110,240,293,216,135,499,565,411,418,92,178
g16566,21276,21192,28722,29045,28076,32045,28437,22812,27474,26306,4964,9585
g16567,690,472,765,607,534,421,905,1336,831,1067,189,431
g16568,711,686,479,469,1516,1268,1082,1492,1345,1466,339,706
g16569,136,110,6,9,67,43,35,55,28,38,7,19
g16570,3,0,0,0,2,1,11,10,3,8,7,25
g16571,297,243,8,6,23,12,30,59,33,49,138,418
g16572,801,574,73,61,141,59,91,179,73,99,71,229
g16573,239,159,67,120,53,40,8,12,5,2,4,4
g16574,40,107,3,4,16,5,16,54,16,33,4,4
g16575,87,124,1,0,7,3,9,30,22,23,0,0
g16576,398,635,278,254,475,552,821,1084,677,875,118,262
g16577,187,177,227,204,177,151,390,470,303,380,88,165
g16578,216,199,123,160,69,55,389,432,255,281,123,233
g16579,51,59,14,19,17,12,28,63,27,30,27,44
g16580,278,194,90,111,147,77,240,345,182,215,55,164
g16581,32,31,26,17,35,13,70,102,66,71,28,37
g16582,733,682,964,956,1582,2003,1250,1628,1111,1193,344,687
g16583,375,323,618,628,851,815,1400,1961,1036,1110,338,848
g16584,616,526,213,198,156,113,459,653,303,335,95,185
g16585,1592,1167,235,262,355,258,509,653,423,437,210,398
g16586,557,442,463,354,610,599,863,669,740,960,185,440
g16587,1001,770,447,356,355,272,548,811,479,626,155,286
g16588,285,238,490,389,607,534,2474,3205,2399,2695,536,1150
g16589,630,498,499,475,1069,970,336,606,363,480,63,135
g16590,864,1012,818,872,613,580,2119,3025,1809,2581,423,537
g16591,865,825,387,405,192,163,373,566,289,294,94,181
g16592,159,117,124,137,159,171,173,355,98,110,39,71
g16593,46,55,0,1,1,0,40,58,27,28,8,14
g16594,21,13,1,1,2,8,148,328,57,55,23,47
g16596,7,6,4,10,21,17,220,470,61,67,33,57
g16597,88,56,0,1,5,2,55,138,55,71,37,50
g16598,1491,1691,3583,3828,10705,14259,2189,3780,1635,1556,112,259
g16599,38,17,23,39,12,10,44,40,34,24,5,8
g16600,195,161,184,239,272,193,437,561,398,410,116,328
g16601,29,10,146,180,149,116,782,963,609,667,169,320
g16602,72,50,440,518,488,378,3688,4402,2685,2591,657,1350
g16604,4,3,2,8,16,21,11,12,0,8,4,2
g16606,97,115,78,119,140,102,253,346,201,198,54,161
g16607,12,9,74,84,56,34,87,120,53,86,14,37
g16608,66,62,413,528,535,418,1420,1724,1095,1140,233,531
g16609,32420,31604,34544,38682,38794,45757,63072,52482,62314,58722,15875,29172
g16610,127,124,372,248,131,142,224,299,193,241,37,46
g16611,1290,872,92,186,346,207,409,357,223,203,126,212
g16612,55,48,93,119,32,29,177,319,159,156,10,40
g16614,1,2,0,0,0,0,39,26,36,16,6,17
g16617,115,153,718,373,133,91,61,59,42,85,8,10
g16618,186,190,429,820,662,639,20,27,34,27,1,3
g16619,22,10,1,0,1,0,1,1,0,0,0,0
g16620,19,16,20,22,18,11,9,8,4,6,0,2
g16621,2,0,0,1,0,0,10,15,0,3,3,1
g16622,241,65,0,1,5,1,1971,3467,498,458,475,1071
g16623,2,3,1,0,2,2,37,72,16,14,6,9
g16624,107,115,57,55,37,19,221,216,140,149,71,70
g16625,28,15,108,118,143,120,465,493,383,330,83,208
g16626,6240,7208,6505,7945,7076,7421,6868,5926,6674,6320,1703,2993
g16627,490,318,169,148,163,169,95,122,105,97,45,93
g16628,26,26,11,19,38,29,41,44,30,17,18,22
g16629,4397,5098,4759,5712,4341,4582,6851,6292,6989,7162,1624,2899
g16630,49,74,16,29,127,148,319,321,247,129,45,143
g16631,265,211,95,98,208,224,551,992,461,643,139,225
g16632,132,432,1806,872,1397,1041,864,2097,1208,2096,303,323
g16633,2389,817,6,9,449,410,211,496,111,92,160,330
g16634,1168,688,608,593,1360,858,1504,1520,1592,1542,793,1681
g16635,716,580,1019,949,924,809,1151,3059,908,1774,281,562
g16636,45,55,60,83,71,73,485,572,296,240,82,192
g16637,134,118,59,66,68,66,283,446,232,210,84,160
g16639,19,7,5,16,1,2,356,485,396,358,254,292
g16640,7,3,2,1,3,1,43,44,41,36,27,39
g16641,4,4,2,7,7,4,783,908,817,1209,288,371
g16642,44,46,209,315,94,214,0,1,0,0,0,0
g16643,133,152,40,72,25,40,4,6,24,40,0,1
g16644,22,23,4,10,12,12,13,31,17,16,9,10
g16645,27,29,7,8,17,25,13,32,13,21,2,11
g16646,401,334,218,240,191,141,378,581,288,336,82,144
g16647,8,14,0,3,7,6,16,20,13,4,6,9
g16648,17,19,8,8,55,28,10,14,25,12,10,21
g16649,323,375,185,204,694,654,832,1031,633,669,227,489
g16650,346,351,140,201,698,465,551,588,337,436,236,382
g16651,393,380,305,302,623,384,521,657,229,284,105,231
g16652,52,38,104,88,47,45,453,588,359,316,69,221
g16653,476,329,76,85,199,194,216,299,213,232,81,185
g16654,1513,1430,222,207,601,518,747,1238,644,884,351,615
g16655,103,54,118,213,115,94,623,986,310,434,124,237
g16656,31,36,2,1,15,10,50,60,27,26,16,7
g16657,2951,2548,1106,1151,1717,1637,2008,3277,1545,1922,583,1488
g16658,161,176,17,35,35,60,98,90,58,78,20,46
g16659,69,63,0,3,0,1,2,9,1,4,1,4
g16660,364,223,140,171,336,335,1053,1169,791,875,331,789
g16661,18,7,86,89,96,69,682,602,488,420,99,273
g16662,36,13,42,59,129,145,270,285,211,259,36,111
g16663,32,18,84,79,260,407,316,266,278,232,51,111
g16664,4010,6428,397,426,1197,1322,636,372,765,693,105,147
g16665,104,93,197,215,198,178,699,772,577,494,165,289
g16666,120,95,376,580,473,413,3917,4674,2064,1892,1049,1229
g16667,78,70,394,380,307,282,752,990,620,641,118,220
g16668,997,833,26481,17779,12890,14273,11835,11536,9931,11392,1337,3529
g16669,332,63,6,7,64,39,48,79,29,57,143,293
g16670,308,381,12,7,849,300,3179,3262,2399,1631,518,963
g16671,360,293,158,159,175,157,406,646,292,328,82,220
g16672,195,176,108,128,272,243,237,372,206,153,41,134
g16673,81,101,3,5,23,20,38,80,22,17,15,41
g16674,80,49,2,0,4,1,24,32,11,10,3,9
g16675,399,376,320,327,281,230,620,830,454,570,138,329
g16676,111,111,14,12,34,50,29,52,16,14,5,11
g16677,18489,14531,26363,30102,25370,31642,29380,24830,31396,31782,7891,14703
g16678,81,62,549,714,681,701,338,448,263,259,103,236
g16679,67,85,77,77,389,263,332,536,345,371,92,275
g16680,257,230,19,19,62,59,67,151,72,93,14,49
g16681,30,31,14,14,53,47,70,79,60,57,21,23
g16682,619,585,49,45,315,206,47,42,57,69,51,41
g16683,103,101,132,111,69,54,88,195,131,163,46,92
g16684,60,42,4,3,15,18,20,75,17,25,8,5
g16685,1244,1876,334,335,285,288,566,1035,487,627,160,278
g16686,6828,10813,706,902,326,240,905,1677,587,1070,182,358
g16687,67,74,86,96,138,76,230,322,207,151,33,101
g16688,158,255,478,490,600,459,611,718,500,471,83,198
g16689,368,277,496,471,253,263,362,563,291,406,69,119
g16690,131,141,20,34,299,368,401,499,469,465,561,1584
g16691,500,645,200,348,577,498,368,375,354,755,274,595
g16692,29,23,2,3,10,9,150,67,93,70,63,144
g16693,1959,1932,879,957,164,110,1202,1907,965,1536,229,387
g16694,340,243,0,0,3,0,22,39,9,9,15,26
g16695,8,5,0,1,5,0,43,54,7,13,10,12
g16696,413,372,204,165,411,288,765,1039,446,627,114,217
g16697,39,58,70,115,174,122,90,164,113,117,21,55
g16698,525,497,372,328,306,284,378,553,273,307,78,178
g16699,119,117,50,56,13,7,258,360,208,248,55,92
g16700,194,174,52,108,73,66,539,857,451,711,263,402
g16701,567,228,363,439,695,660,1390,2487,1116,1767,633,1105
g16702,488,308,1637,1333,921,1047,1252,1609,1149,1365,341,575
g16703,278,217,238,242,234,189,402,560,427,507,127,272
g16704,294,236,88,119,102,114,455,821,338,440,104,238
g16705,14,24,8,17,27,31,337,510,196,203,78,143
g16706,114,94,129,72,155,125,219,271,187,221,26,73
g16707,106,136,89,132,111,101,447,660,275,218,76,154
g16708,415,346,885,939,589,451,1431,1562,1522,1510,423,1012
g16709,152,119,244,210,327,268,640,892,396,430,129,312
g16710,277,212,184,317,342,232,1152,2207,701,666,194,455
g16711,8941,10127,18264,20076,9870,10040,17955,23241,16995,17618,2882,5612
g16712,225,159,76,158,74,66,113,104,101,92,36,57
g16713,1826,2057,43,51,94,57,382,392,387,407,240,519
g16714,663,242,5672,9406,9051,5457,3862,4249,3552,2965,1191,3013
g16715,1744,1535,1503,1234,325,164,701,1476,771,1029,80,213
g16716,34,41,252,229,276,232,827,1221,708,849,177,311
g16717,41,55,0,0,4,5,2,0,1,0,0,0
g16718,954,1229,203,235,791,956,1973,1937,1510,1592,485,1118
g16719,186,171,292,178,818,541,581,523,425,387,139,180
g16720,3,1,6,1,11,16,8,9,3,5,0,0
g16721,290,259,307,377,434,441,1157,1845,766,798,210,577
g16722,60,67,669,592,324,235,1317,1644,1079,1031,216,545
g16723,6,8,41,24,12,12,439,484,334,271,58,129
g16724,150,147,121,145,227,237,1144,1371,810,795,241,517
g16725,23,12,14,10,10,6,194,242,211,157,35,38
g16726,3210,6090,484,319,440,291,74,70,210,120,19,56
g16727,66916,71479,3588,4268,9056,6977,4426,5393,2766,2432,1776,5950
g16728,1389,1581,2230,2349,2684,2533,1344,2336,1146,1254,333,771
g16729,13,24,21,30,37,21,130,140,116,61,17,62
g16730,125,149,36,43,101,122,87,137,54,57,14,42
g16731,520,596,341,323,367,325,499,802,391,488,143,330
g16732,11686,12686,13110,15583,13425,15270,36906,30591,33219,32124,7915,15122
g16733,303,392,49,51,28,23,17,16,16,14,5,6
g16734,848,759,272,226,371,390,752,866,625,817,256,328
g16735,57,50,85,59,78,68,83,118,108,134,34,42
g16736,1,3,13,12,51,24,118,137,104,133,9,12
g16737,14,20,51,55,49,52,294,350,228,254,61,160
g16738,221,276,729,888,697,478,632,1049,518,615,187,342
g16739,0,0,0,0,0,3,0,0,0,0,0,0
g16740,161,154,64,50,126,113,60,59,66,69,34,98
g16741,17,10,25,34,37,26,67,67,56,31,13,39
g16742,12,10,6,10,52,46,32,50,28,24,10,22
g16743,136,166,281,272,234,241,699,831,516,628,113,264
g16744,82,61,27,36,69,43,327,378,256,297,35,89
g16745,401,304,103,78,213,176,111,197,97,156,33,76
g16746,2,2,1,2,6,3,13,22,12,5,1,3
g16747,127,133,67,68,121,106,186,239,159,157,55,100
g16748,13,15,1,7,4,6,106,105,94,57,18,41
g16749,41,24,43,64,48,32,83,150,56,61,9,27
g16750,67,49,171,218,141,174,175,190,275,198,22,80
g16751,25,32,91,122,93,67,263,312,189,174,47,77
g16753,41,45,1,2,2,3,90,157,234,468,20,54
g16754,315,225,321,259,243,249,187,551,331,456,62,109
g16755,34,29,115,105,141,137,819,814,515,427,216,504
g16756,2239,1830,1177,1114,2433,2650,1587,2279,1553,1903,445,1123
g16757,49,78,102,136,255,263,209,294,155,168,41,122
g16758,49,57,21,12,15,11,321,276,208,151,49,79
g16759,112,44,62,87,89,43,47,71,61,42,35,94
g16760,18,4,5,7,25,11,6,6,8,9,3,19
g16761,17,23,29,50,43,40,98,123,51,51,13,21
g16762,85,83,34,41,81,84,45,96,36,29,9,22
g16763,569,642,337,345,371,302,181,270,132,157,39,93
g16764,26,45,7,9,5,1,21,27,17,42,5,9
g16765,11703,12664,13344,15503,13537,15460,23689,20124,21747,20863,5263,10184
g16766,265,385,52,41,26,24,132,160,116,138,30,53
g16767,881,817,236,240,490,548,718,900,644,965,262,272
g16768,73,57,85,60,97,72,94,129,103,125,27,29
g16769,5,5,19,11,54,62,74,92,64,98,6,8
g16770,21,25,68,67,82,68,105,171,105,115,33,87
g16771,302,273,770,931,809,519,1151,1823,961,1023,295,554
g16772,111,105,46,30,106,104,98,124,98,95,49,149
g16773,15,14,17,44,35,26,331,402,285,194,92,180
g16774,16,11,9,20,53,62,81,85,64,63,16,41
g16775,145,171,323,296,250,228,318,341,246,226,82,129
g16776,88,70,27,39,80,35,80,95,48,67,9,18
g16777,393,311,110,94,172,165,362,547,297,406,90,202
g16778,1,2,2,6,13,16,65,65,52,35,1,14
g16779,56,83,82,80,143,108,120,186,121,131,31,59
g16780,6,9,2,4,0,6,42,52,26,26,9,16
g16781,30,29,63,57,57,31,207,400,155,199,35,71
g16782,137,131,163,270,182,152,665,593,767,514,69,272
g16783,18,27,105,115,85,75,421,596,331,336,93,168
g16784,5,3,0,2,0,2,15,17,8,3,0,4
g16785,184,181,354,187,233,231,98,202,163,190,23,39
g16786,38,67,125,121,171,183,403,360,257,252,103,295
g16787,1915,1748,1113,1012,2586,2682,1644,2182,1678,1721,491,1352
g16788,37,43,99,87,176,185,210,269,183,190,62,150
g16789,29,29,20,16,32,25,419,413,264,260,54,120
g16790,279,70,127,183,220,130,96,120,89,52,64,180
g16791,26,9,50,73,122,106,144,151,85,99,25,46
g16792,41,14,35,72,138,72,57,114,35,49,6,38
g16793,278,219,2,3,6,6,127,159,52,54,37,56
g16794,57,50,138,202,66,54,138,174,158,144,24,31
g16795,353,330,81,91,23,8,143,160,112,120,31,35
g16796,612,309,48,77,20,21,29,39,20,17,6,8
g16797,1362,1182,847,1529,825,685,397,432,412,405,104,321
g16798,221,253,248,276,183,110,320,432,234,206,82,120
g16799,190,202,323,307,381,278,524,842,427,406,134,331
g16800,365,259,43,46,69,40,175,230,133,82,43,70
g16801,2999,3105,2750,3204,6156,6825,10745,14009,8502,9003,3076,7243
g16802,4897,5465,548,577,1069,1425,6669,9453,5741,5626,1400,3114
g16803,216,200,121,168,73,65,292,307,195,205,99,243
g16805,876,945,1,2,16,21,19,32,2,5,6,5
g16806,1607,1423,378,480,748,803,810,1224,410,588,317,425
g16807,129,157,67,57,63,71,151,287,102,122,41,76
g16808,55,59,133,126,130,96,706,870,441,420,68,178
g16809,400,350,91,100,217,160,342,538,211,268,71,159
g16810,3768,3581,1346,1322,1886,1804,1200,2250,1175,1175,490,986
g16811,1594,1514,31,28,91,94,263,416,283,419,440,788
g16812,26,4,0,1,0,0,1,4,0,0,1,3
g16813,114,127,40,49,19,20,231,378,141,111,25,74
g16814,1158,991,566,598,780,761,554,1081,408,519,163,341
g16815,218,280,40,51,135,141,184,414,130,126,27,43
g16816,236,201,481,407,243,258,566,784,340,415,88,148
g16817,231,120,160,197,1157,1286,1018,1714,1029,1027,271,749
g16818,64,63,38,72,219,249,347,653,236,280,77,157
g16819,513,271,827,999,2428,3022,971,1383,697,1278,226,595
g16820,1944,2216,2025,1653,4437,3210,3551,3593,2159,1749,239,596
g16835,1,3,1,0,0,0,0,0,0,0,0,0
g16842,296,215,117,192,591,422,295,567,368,309,121,416
g16843,423,83,22,35,173,158,111,119,71,92,58,140
g16844,398,454,246,293,1651,2092,891,824,693,648,209,493
g16845,25,12,194,269,111,113,228,190,152,162,28,67
g16846,6,5,35,47,31,22,47,49,17,25,3,5
g16847,410,207,20,45,191,87,139,209,122,115,104,224
g16848,558,495,860,669,1268,961,668,798,795,682,182,319
g16849,337,203,855,1071,597,375,2500,4461,2043,2919,923,1079
g16850,1941,1536,990,976,2791,3627,1630,2347,1795,2277,551,875
g16851,1362,670,309,450,171,152,2992,3904,1635,2466,527,690
g16852,885,456,143,159,1082,1275,522,798,353,515,217,529
g16853,46,15,1,3,21,18,34,96,27,21,22,18
g16854,1022,955,1580,1386,537,400,912,1137,777,729,125,231
g16855,152,148,89,97,48,44,152,209,125,110,39,68
g16856,483,533,183,187,1825,1402,794,1151,691,666,290,574
g16857,1676,1590,1883,1750,1383,1206,3414,5219,3025,3110,541,1365
g16858,165,211,118,151,234,181,0,0,0,0,0,0
g16859,18,13,15,16,10,19,0,0,0,0,0,0
g16860,21,10,18,19,24,21,0,0,0,0,0,0
g16861,8,5,13,10,24,20,1,0,2,0,0,0
g16862,8,4,17,17,36,31,0,0,0,0,0,0
g16863,1,3,7,6,22,18,0,0,0,0,0,1
g16864,1227,785,1731,2363,2220,2365,4706,8129,4492,7138,1924,2372
g16865,331,326,360,360,331,305,251,327,199,244,40,57
g16866,66,36,54,105,43,38,98,177,59,62,10,40
g16867,196,259,25,37,15,9,211,258,296,145,115,177
g16868,1389,710,27,30,81,56,293,728,228,362,282,530
g16869,1841,1697,9,46,1720,1261,1963,2916,1248,862,1405,2541
g16870,28,37,33,25,26,18,90,151,79,94,17,42
g16871,1043,1618,333,461,135,80,482,878,306,469,52,126
g16872,85,46,231,266,215,158,508,775,476,411,104,259
g16873,0,0,0,0,0,1,0,1,0,1,0,0
g16877,29,36,10,5,18,36,126,87,77,139,32,354
g16878,277,422,0,0,1,0,4,12,1,1,0,3
g16879,199,68,1,0,0,0,25,54,8,15,6,7
g16880,1343,1314,13,49,2121,1310,3971,3897,3238,5296,1172,3911
g16881,1387,1246,23,44,1975,1272,4438,4643,3530,5768,1341,4365
g16882,185,148,65,90,42,49,187,456,85,95,33,81
g16883,355,505,307,317,519,504,612,1098,361,462,119,285
g16884,43,43,7,11,127,137,199,324,104,67,27,45
g16885,69,60,27,39,172,92,204,333,112,84,61,86
g16886,4,0,2,4,13,10,19,31,10,15,8,13
g16887,15,11,17,23,61,42,79,123,51,46,15,57
g16888,8,4,4,12,38,15,73,97,42,40,22,31
g16889,164,93,626,594,343,178,828,1549,594,664,217,338
g16890,198,186,469,363,348,332,468,515,303,255,117,206
g16891,17,17,4,5,16,13,66,106,35,40,6,26
g16892,413,323,32,63,37,27,91,139,88,86,18,53
g16893,3185,2856,84,104,92,101,161,114,301,269,37,213
g16894,17,18,6,14,27,46,96,129,77,90,5,39
g16896,0,3,0,1,0,0,15,12,15,17,0,1
g16899,8,1,1,0,1,0,6,2,0,0,1,2
g16909,8,5,5,17,74,84,216,334,179,228,32,87
g16910,152,105,266,236,285,156,551,976,464,467,96,235
g16911,95,78,147,117,140,82,214,205,159,140,50,97
g16912,15760,14565,739,770,1658,1595,685,692,543,575,306,527
g16913,2585,2015,1338,1098,389,229,1073,2324,982,1465,199,322
g16914,402,477,802,884,1336,1289,1023,1663,776,837,207,515
g16915,195,198,479,760,572,420,1520,3197,1124,1659,347,536
g16916,302,220,190,185,323,260,415,1078,376,431,101,216
g16917,256,265,204,263,211,173,319,544,218,227,74,152
g16918,338,382,315,443,557,423,2073,2076,1533,1156,356,814
g16919,767,641,402,443,592,347,874,1278,809,884,271,579
g16920,148,82,267,339,542,529,1001,1193,741,751,238,556
g16921,1754,1246,4554,3787,5546,7835,4646,11232,3695,3586,761,1809
g16922,629,545,164,187,1621,2019,477,779,393,381,87,222
g16923,107,44,51,94,1471,920,433,422,331,266,57,182
g16924,67,48,39,61,830,928,356,732,241,248,49,139
g16925,128,84,21,48,439,438,179,217,105,138,43,129
g16926,1057,712,764,493,292,314,334,684,853,1333,60,229
g16927,223,156,98,92,188,166,175,240,158,189,67,176
g16928,87,53,316,487,975,788,966,1553,684,662,191,612
g16929,7357,7402,6521,5745,8686,7384,5980,9408,4692,7211,2401,3957
g16930,5559,4941,3649,4257,4123,2827,6328,12034,4938,7513,2239,3564
g16931,55,42,44,99,57,37,172,168,130,105,24,44
g16932,842,1119,99,100,371,446,327,306,159,161,38,108
g16933,18,4,63,79,168,139,191,179,151,126,42,132
g16934,33746,31049,39535,47819,35975,44829,29853,28051,34781,37919,8458,16241
g16935,257,165,320,277,2150,3587,3272,3448,2957,3111,706,1463
g16936,51,55,15,19,50,64,65,79,32,36,6,12
g16937,587,608,139,188,65,45,429,660,289,373,71,137
g16938,1121,1321,361,337,112,72,483,905,330,377,59,131
g16939,243,184,69,132,158,70,311,559,183,188,67,110
g16940,1448,1283,870,843,742,763,1006,1596,759,904,203,386
g16941,35,41,12,8,86,88,58,49,40,29,5,10
g16942,20,14,2,1,10,13,8,21,11,14,3,12
g16943,8,3,0,6,14,4,244,445,156,173,112,156
g16944,1023,452,0,2,11,11,42,113,17,27,12,21
g16945,9603,9483,14346,15454,15181,18050,23717,19079,20055,19211,5020,8900
g16946,60,49,29,17,18,20,47,63,25,17,7,23
g16947,18,13,0,1,1,1,22,45,22,8,13,21
g16948,7,6,0,0,1,0,8,22,2,4,1,4
g16949,177,154,31,30,39,32,101,254,62,73,33,92
g16950,87,87,193,243,279,181,492,586,302,364,78,255
g16951,808,732,310,289,395,376,273,549,251,390,29,102
g16952,635,688,655,532,812,789,461,743,685,876,89,385
g16953,1279,1039,2978,2377,2012,1800,1720,3035,2469,2924,383,1101
g16954,4722,4294,2211,2109,666,368,1325,1914,1165,1788,329,653
g16955,46,38,0,3,10,6,35,86,29,27,7,27
g16956,35,37,1,5,15,17,21,96,32,42,5,4
g16957,601,756,126,248,134,98,300,524,207,214,23,41
g16958,665,516,218,192,448,329,995,923,779,577,107,300
g16959,1052,862,246,269,224,258,586,870,461,454,115,139
g16960,94,99,32,59,49,42,227,282,175,181,46,111
g16961,155,185,477,541,209,131,338,636,204,171,80,274
g16962,46,47,44,70,45,33,81,131,48,56,44,80
g16963,1001,725,391,422,644,847,477,770,399,474,167,333
g16964,483,380,81,66,110,85,245,268,145,163,55,151
g16965,404,368,92,128,81,57,279,649,160,193,59,113
g16966,500,475,472,559,839,940,766,1333,548,651,177,371
g16967,103,114,10,21,33,35,28,51,8,19,16,160
g16968,22,27,0,2,22,17,4,39,6,6,21,38
g16969,193,274,3,1,1,4,1,11,5,2,3,2
g16970,3,1,0,1,4,1,14,41,4,4,1,4
g16971,19,9,1,2,2,5,98,173,72,93,27,52
g16980,22,26,0,1,0,0,10,23,21,28,16,92
g16982,41,48,11,17,3,1,62,129,63,59,11,29
g16983,19,5,6,26,28,30,7,9,5,3,1,12
g16984,19,12,10,20,31,18,14,12,7,10,6,5
g16985,455,262,160,201,223,151,2050,2130,1297,1226,953,1536
g16986,63,39,16,28,37,29,86,208,66,77,30,72
g16987,211,112,10,22,5,5,63,174,39,33,9,33
g16988,8,2,0,0,3,0,1,5,0,2,0,0
g16992,92,80,65,60,124,44,212,168,176,167,50,83
g16998,48,0,13,2,18,0,0,0,0,0,0,0
g16999,59,0,14,3,16,0,0,0,0,0,0,0
g17000,119,2,16,1,19,1,0,0,0,0,0,0
g17004,19,14,5,10,252,302,65,115,146,142,75,242
g17005,19,8,2,4,45,61,47,180,41,37,15,32
g17006,131,116,460,403,362,324,583,830,424,490,155,309
g17007,5,0,0,0,1,1,0,0,0,0,0,0
g17008,192,242,8,36,67,46,30,56,32,50,4,16
g17014,5,10,0,0,2,3,36,58,21,11,16,20
g17015,2,2,9,3,47,56,769,723,491,321,441,936
g17016,91,93,64,60,231,191,228,250,141,135,48,79
g17023,45,26,2,2,3,3,110,281,132,105,28,69
g17024,44,24,80,59,208,125,96,215,194,284,42,68
g17025,16,18,23,13,61,68,16,31,15,30,3,7
g17026,14,13,3,0,14,5,16,23,26,18,9,11
g17027,713,404,287,298,369,261,2916,2810,1824,1839,1271,2321
g17028,121,64,25,39,51,42,155,273,96,83,25,82
g17029,37,12,9,12,18,5,44,87,25,32,17,34
g17030,226,117,8,14,12,14,266,644,124,155,75,142
g17031,63,38,2,1,3,1,109,184,113,150,11,21
g17032,27,7,24,32,141,80,381,578,322,337,77,213
g17033,10,6,0,1,1,0,8,22,6,2,2,4
g17034,1508,1261,513,637,788,719,1866,2495,1534,1780,698,1285
g17035,57,86,38,59,197,208,333,552,197,290,101,394
g17036,90,61,96,117,204,158,651,834,472,496,113,288
g17037,114,116,284,288,278,255,404,774,348,411,99,242
g17038,265,157,59,67,89,86,165,250,168,166,28,101
